0.09380 -3.14159 182.97532 0.00975 0.00024 0.99995
0.09380 -3.09942 182.97532 0.00973 0.00065 0.99995
0.09380 -3.05725 182.97532 0.00969 0.00106 0.99995
0.09380 -3.01509 182.97532 0.00964 0.00147 0.99995
0.09380 -2.97292 182.97532 0.00957 0.00188 0.99995
0.09380 -2.93075 182.97532 0.00948 0.00228 0.99995
0.09380 -2.88858 182.97532 0.00938 0.00268 0.99995
0.09380 -2.84641 182.97532 0.00925 0.00307 0.99995
0.09380 -2.80424 182.97532 0.00912 0.00346 0.99995
0.09380 -2.76207 182.97532 0.00896 0.00384 0.99995
0.09380 -2.71990 182.97532 0.00879 0.00421 0.99995
0.09380 -2.67773 182.97532 0.00861 0.00458 0.99995
0.09380 -2.63556 182.97532 0.00841 0.00494 0.99995
0.09380 -2.59340 182.97532 0.00819 0.00529 0.99995
0.09380 -2.55123 182.97532 0.00796 0.00563 0.99995
0.09380 -2.50906 182.97532 0.00772 0.00596 0.99995
0.09380 -2.46689 182.97532 0.00746 0.00628 0.99995
0.09380 -2.42472 182.97532 0.00719 0.00659 0.99995
0.09380 -2.38255 182.97532 0.00690 0.00688 0.99995
0.09380 -2.34038 182.97532 0.00661 0.00717 0.99995
0.09380 -2.29821 182.97532 0.00630 0.00744 0.99995
0.09380 -2.25604 182.97532 0.00598 0.00770 0.99995
0.09380 -2.21387 182.97532 0.00565 0.00795 0.99995
0.09380 -2.17170 182.97532 0.00531 0.00818 0.99995
0.09380 -2.12954 182.97532 0.00496 0.00839 0.99995
0.09380 -2.08737 182.97532 0.00460 0.00860 0.99995
0.09380 -2.04520 182.97532 0.00424 0.00878 0.99995
0.09380 -2.00303 182.97532 0.00386 0.00895 0.99995
0.09380 -1.96086 182.97532 0.00348 0.00911 0.99995
0.09380 -1.91869 182.97532 0.00309 0.00925 0.99995
0.09380 -1.87652 182.97532 0.00270 0.00937 0.99995
0.09380 -1.83435 182.97532 0.00230 0.00947 0.99995
0.09380 -1.79218 182.97532 0.00190 0.00956 0.99995
0.09380 -1.75001 182.97532 0.00150 0.00963 0.99995
0.09380 -1.70785 182.97532 0.00109 0.00969 0.99995
0.09380 -1.66568 182.97532 0.00068 0.00973 0.99995
0.09380 -1.62351 182.97532 0.00027 0.00975 0.99995
0.09380 -1.58134 182.97532 -0.00014 0.00975 0.99995
0.09380 -1.53917 182.97532 -0.00055 0.00973 0.99995
0.09380 -1.49700 182.97532 -0.00096 0.00970 0.99995
0.09380 -1.45483 182.97532 -0.00137 0.00965 0.99995
0.09380 -1.41266 182.97532 -0.00178 0.00959 0.99995
0.09380 -1.37049 182.97532 -0.00218 0.00950 0.99995
0.09380 -1.32832 182.97532 -0.00258 0.00940 0.99995
0.09380 -1.28616 182.97532 -0.00297 0.00929 0.99995
0.09380 -1.24399 182.97532 -0.00336 0.00915 0.99995
0.09380 -1.20182 182.97532 -0.00374 0.00900 0.99995
0.09380 -1.15965 182.97532 -0.00412 0.00884 0.99995
0.09380 -1.11748 182.97532 -0.00449 0.00866 0.99995
0.09380 -1.07531 182.97532 -0.00485 0.00846 0.99995
0.09380 -1.03314 182.97532 -0.00520 0.00825 0.99995
0.09380 -0.99097 182.97532 -0.00554 0.00802 0.99995
0.09380 -0.94880 182.97532 -0.00588 0.00778 0.99995
0.09380 -0.90663 182.97532 -0.00620 0.00752 0.99995
0.09380 -0.86447 182.97532 -0.00651 0.00726 0.99995
0.09380 -0.82230 182.97532 -0.00681 0.00698 0.99995
0.09380 -0.78013 182.97532 -0.00710 0.00668 0.99995
0.09380 -0.73796 182.97532 -0.00737 0.00638 0.99995
0.09380 -0.69579 182.97532 -0.00764 0.00606 0.99995
0.09380 -0.65362 182.97532 -0.00789 0.00573 0.99995
0.09380 -0.61145 182.97532 -0.00812 0.00540 0.99995
0.09380 -0.56928 182.97532 -0.00834 0.00505 0.99995
0.09380 -0.52711 182.97532 -0.00855 0.00469 0.99995
0.09380 -0.48494 182.97532 -0.00874 0.00433 0.99995
0.09380 -0.44277 182.97532 -0.00891 0.00396 0.99995
0.09380 -0.40061 182.97532 -0.00907 0.00358 0.99995
0.09380 -0.35844 182.97532 -0.00921 0.00319 0.99995
0.09380 -0.31627 182.97532 -0.00934 0.00280 0.99995
0.09380 -0.27410 182.97532 -0.00945 0.00240 0.99995
0.09380 -0.23193 182.97532 -0.00954 0.00200 0.99995
0.09380 -0.18976 182.97532 -0.00962 0.00160 0.99995
0.09380 -0.14759 182.97532 -0.00968 0.00119 0.99995
0.09380 -0.10542 182.97532 -0.00972 0.00078 0.99995
0.09380 -0.06325 182.97532 -0.00974 0.00037 0.99995
0.09380 -0.02108 182.97532 -0.01051 -0.03622 0.99929
0.09380 0.02108 182.99865 -0.01466 -0.05052 0.99862
